8009	O sageata care va ofera o sursa inepuizabila de utilizari.
21398		
21399		
21400		
21401		
21402		
21403		
21404		
21405		
21406	Material folosit pentru Jachetã ªarpe Divin pentru Lycani. Nu se poate supradepozita.	
21550		
21551		
21552		
21553		
21554		
21555		
21556		
21557		
21558		
21559		
21560		
21561		
21562		
21563		
21564		
21565		
21566		
21567		
21568		
21569		
21900	"Durendal, sabia legendarã a lui Roland, este fixatã in piatrã chiar ºi in ziua de astãzi. Dar putem folosi Urgia lui Durendal pentru a sparge aceastã piatrã."	
21901	Nu doar sã omoram Jabberwockii.	
21902	Capabil sã le zdrobeascã visele ºi apoi sã ii aducã din nou la realitate urland.	
21903	"Ucide orci. ªi orice altceva, dacã este relevant."	
21904	Aceste clopote vibreazã in cel mai dulce ton!	
21905	Destinat eroilor ce luptã pentru a susþine cauza partenerilor cãzuþi.	
21906	Adaugã ploaie la acest amestec ºi lasã urgia sã se dezlãnþuie!	
21910	Strãpunge mãruntaiele inamicilor la fel cum trece cuþitul prin unt.	
21911	Nu ai avut niciodatã neplãcerea sã te muºte un elf? Considerã-te norocos!	
21912	Cea mai periculoasã moarte deþine un ac in varf.	
21913	Obsidianul era folosit pe vremea Aztecilor pentru a face arme puternice de tãiere.	
21914	"Conform poveºtirilor nordice, Valkyrii trimit morþii de pe campul de luptã in Valhalla."	
21915	Doar un ºuierat estompat vei auzi cand acest evantai va trece prin inamicii tãi.	
21916	"Rapiditatea ºi moartea, intotdeauna nedespãrþite."	
21920	Mulþi ºi-au scris deja destinele sub greutatea acestei lame.	
21921	Uºor ca vantul dar precis precum uraganul.	
21922	ªoapta unui dragon este la fel de mortalã ca ºi urletul unui Banshee.	
21923	Deþinãtorul acestei sãbii pentru douã maini este dovada pactului cu spintecãtorul - inamicii vor recunoaºte imediat acest lucru!	
21924	Tu seamãnã vantul ºi lasã-þi inamicii sã culeagã furtuna!	
21925	Danseazã ca o fantomã a morþii printre rangurile inamicilor.	
21926	Taie inamicii in nenumãrate panglici. Sau orice altã formã doreºti.	
21930	O lamã atat de ascuþitã ce poate sã separe sufletul de corp.	
21931	Produce un sunet ce iþi ingheaþã sangele in vene.	
21932	O furtunã incepe sã se producã atunci cand ploaia de sãgeþi incepe sã cadã.	
21933	"... ºi eºti judecãtor, jurat ºi cãlãu."	
21934	Izbeºte-þi inamicii cu aceste clopote ºi lasã ecoul sã le sfãrame capetele.	
21935	Ascultã ºoaptele mortale rostite de doom.	
21936	"Tãiat, feliat, mãrunþit panã la ultima bucãþicã!"	
21940	Un imn sinistru pe campul de luptã.	
21941	Confecþionatã pentru a absorbii puterea lunii... ºi sangele.	
21942	O armã preferatã de asasinii notorii.	
21943	Sabia pentru douã maini va aduce sfarºitul inamicilor tãi. Sau poate chiar sfarºitul lumii?	
21944	"in trecut, la auzul sunetului produs de acest clopot, membrii consiliului erau incoronaþi iar inamicii executaþi."	
21945	Niciun corb nu a fost rãnit la realizarea acestei arme.	
21946	"Aceste gheare pot distruge orice urmã de carne, vise ºi destine in egalã mãsurã."	
21950	"Trecutã prin multe generaþii, aceastã lamã epicã a devenit o adevaratã moºtenire de legendã."	
21951	Inofensiv de micã dar 100% mortalã.	
21952	Urechile ascuþite pot detecta o uºoarã intenþie de vãtãmare atunci cand este eliberatã coada arcului.	
21953	Roteºte aceastã sabie pe campul de luptã ºi creeazã-þi propriul tunet.	
21954	Simte atacul brut prin rãgetul arzãtor!	
21955	Aceastã bijuterie demonicã proiecteazã o aurã malignã care ii va lãsa pe inamici intr-o teroare permanentã.	
21956	"Uºor de manuit, greu sã-i faci faþã."	
21960	Denumit dupã un demon ce nu era fãcut decat din piele ºi dinþi ascuþiþi.	
21961	"Furios, spinos ºi fãrã niciun pic de milã."	
21962	Binecuvantat cu puterile divine ale unei zeitãþi necunoscute.	
21963	Legenda spune cã aceastã lamã era forjatã de razele unui soare foarte indepãrtat.	
21964	De neoprit panã la ultima rãsuflare!	
21965	Aceastã armã combinã pericolul ºi delicateþea intr-un amestec de o frumuseþe purã.	
21966	Astfel de labe catifelate ascund gheare cu adevãrat terifiante.	
21970	Oferã-le inamicilor pacea eternã mult asteptatã.	
21971	"De neobservat ºi uºor de ascuns, cei mai mari dintre conducãtori au fost rãpuºi de aceastã lamã."	
21972	Povestea sa este demult uitatã insã numele sãu va rãmane o legendã.	
21973	Luptã in numele ingerilor cãzuþi ºi lasã omenirea in praf ºi pulbere.	
21974	Trimis sã afle pentru cine bat clopotele!	
21975	Foarte puþini inþeleg aceastã limbã strãveche din care derivã numele acestei arme. ªi nimeni nu a oferit vreodatã o traducere.	
21976	Producea carne incã din timpurile strãvechi.	
21991		
21992		
21993		
22000	Pergamentul iþi permite sã te teleportezi inapoi in oraº.	
2200		
22010	Pergamentul te ajuta sa te intorci in ultima locatie marcata de tine.	
2201		
2202		
2203		
2204		
2205		
2206		
2207		
2208		
2209		
2230		
2231		
2232		
2233		
2234		
2235		
2236		
2237		
2238		
2239		
2240		
2241		
2242		
2243		
2244		
2245		
2246	Material folosit pentru Arc ªarpe pentru Ninja. Nu se poate supradepozita.	
23000	invãluit cu voinþa lui Sung Ma.	
23001	invãluit cu voinþa lui Sung Ma.	
23002	invãluit cu voinþa lui Sung Ma.	
23003	invãluit cu voinþa lui Sung Ma.	
23004	invãluit cu voinþa lui Sung Ma.	
23005	invãluit cu voinþa lui Sung Ma.	
23006	invãluit cu voinþa lui Sung Ma.	
23007	invãluit cu voinþa lui Sung Ma.	
23008	invãluit cu voinþa lui Sung Ma.	
23009	invãluit cu voinþa lui Sung Ma.	
23010	invãluit cu voinþa lui Sung Ma.	
23011	invãluit cu voinþa lui Sung Ma.	
23012	invãluit cu voinþa lui Sung Ma.	
23013	invãluit cu voinþa lui Sung Ma.	
23014	invãluit cu voinþa lui Sung Ma.	
23015	invãluit cu voinþa lui Sung Ma.	
23016	invãluit cu voinþa lui Sung Ma.	
23017	invãluit cu voinþa lui Sung Ma.	
23018	invãluit cu voinþa lui Sung Ma.	
23019	invãluit cu voinþa lui Sung Ma.	
23020	invãluit cu voinþa lui Sung Ma.	
23021	invãluit cu voinþa lui Sung Ma.	
23022	invãluit cu voinþa lui Sung Ma.	
23023	invãluit cu voinþa lui Sung Ma.	
23024	invãluit cu voinþa lui Sung Ma.	
23025	invãluit cu voinþa lui Sung Ma.	
23026	invãluit cu voinþa lui Sung Ma.	
23027	invãluit cu voinþa lui Sung Ma.	
23028	invãluit cu voinþa lui Sung Ma.	
23029	invãluit cu voinþa lui Sung Ma.	
23030	invãluit cu voinþa lui Sung Ma.	
23031	invãluit cu voinþa lui Sung Ma.	
23032	invãluit cu voinþa lui Sung Ma.	
23033	invãluit cu voinþa lui Sung Ma.	
23034	invãluit cu voinþa lui Sung Ma.	
23035	invãluit cu voinþa lui Sung Ma.	
23036	invãluit cu voinþa lui Sung Ma.	
23037	invãluit cu voinþa lui Sung Ma.	
23038	invãluit cu voinþa lui Sung Ma.	
23039	invãluit cu voinþa lui Sung Ma.	
23050		
23051		
23052		
23053		
23054		
23055		
23056		
23057		
23058		
23059		
23060		
23061		
23062		
23063		
23064		
23065		
23066		
23067		
23068		
23069		
23070		
23071		
23072		
23073		
23074		
23075		
23076		
23077		
23078		
23079		
23080		
23081		
23082		
23083		
23084		
23085		
23086		
23087		
23088		
23089		
25040	"Reduce riscul distrugerii unui obiect dacã imbunãtãþirea eºueazã. in cazul eºuãrii, calitatea obiectului va fi scãzutã doar cu 1 punct."	
25041	O bucatã din metalul legendar iþi poate creºte ºansele de upgrade ale unui element. Elementul upgradat nu poate apoi fi apoi distrus sau degradat.	
25042	O piatrã misticã strãlucitoare ce oferã cea mai mare ºansã la imbunãtãþirea unui obiect. Obiectul nu poate fi distrus sau scãzut in nivel. Piatra poate fi folositã numai pe obiecte de la nivel 80 in sus.	
25100	Pergamentul iþi oferã posibilitatea eliminãrii Pietrei Spiritului dintr-o armã sau armurã. O aºchie va rãmane.	
25101	Prãjitura cremoasã iþi oferã un bonus de EXP de 100% pentru 30 de minute.	
25102	Un cufãr plin panã la refuz pentru cea de-a 10-a Aniversare Metin2.	
25103	Un fanion colorat de colectat ºi negociat.	
25104	Material de confecþionat banner-ul pentru Clãdirea Breslei.	
25105	O moneda castigata prin vitejie in Razboiul Regatelor. Colecteaza-le pentru a crea obiecte exclusive care onoreaza spiritul razboinicilor antici.	Batalia Regatelor	
25106	Conþine o piesã aleatorie pentru Pescuit Jigsaw.	
25107	Conþine o piesã mare pentru Pescuit Jigsaw.	
25108	Recompensã de bronz pentru faptele tale eroice la spintecarea ºefului.	
25109	Recompensã de argint pentru faptele tale eroice la spintecarea ºefului.	
25110	Recompensã de aur pentru faptele tale eroice la spintecarea ºefului.	
25111	Acest cufãr conþine o recompensã valoroasã pentru tine.	
25112	Acest cufãr conþine o recompensã valoroasã pentru tine.	
25113	Acest cufãr conþine o recompensã valoroasã pentru tine.	
25120	O pungã cu seminþe de flori din care vor rãsãri 5 lãstari aleatorii.	
25121	Consumabil. Eºec posibil. Creste sansa de loviturã criticã pentru 12 ore dacã reuºeºte. Efectul poate fi imbunãtãþit panã la nivelul 5 cu mai multe Crizanteme.	
25122	Consumabil. Eºec posibil. Creºte valoarea de atac pentru 12 ore dacã reuºeºte. Efectul poate fi imbunãtãþit panã la nivelul 5 cu mai multe Flori Clopoþel.	
25123	Consumabil. Eºec posibil. Creºte experienþa obþinutã pentru 12 ore dacã reuºeºte. Efectul poate fi imbunãtãþit panã la nivelul 5 cu mai multe Narcise.	
25124	Consumabil. Eºec posibil. Inamicii dropeazã mai multe obiecte pentru 12 ore dacã reuºeºte. Efectul poate fi imbunãtãþit panã la nivelul 5 cu mai mulþi Crini.	
25125	Consumabil. Eºec posibil. Creºte valoarea de apãrare pentru 12 ore dacã reuºeºte. Efectul poate fi imbunãtãþit panã la nivelul 5 cu mai multe Floarea Soarelui.	
25126	Schimbã 10 Lãstari Crizantemã cu o Cutie Crizantemã.	
25127	O floare verde, rara si magica, care detine puterea de a manipula timpul. Este folosita pentru a crea Elixirul Timpului Frant, capabil sa elimine timpul de asteptare pentru accesul in dungeonul de Halloween.	
25128	Schimbã 10 Lãstari Narcisã cu o Cutie Narcisã.	
25129	Schimbã 10 Lãstari Crin cu o Cutie Crin.	
25130	Schimbã 10 Lãstari Floarea Soarelui cu o Cutie Floarea Soarelui.	
25131	Deschide cutia parfumatã ºi aflã ce recompensã te aºteaptã in interior.	
25132	Deschide cutia parfumatã ºi aflã ce recompensã te aºteaptã in interior.	
25133	Deschide cutia parfumatã ºi aflã ce recompensã te aºteaptã in interior.	
25134	Deschide cutia parfumatã ºi aflã ce recompensã te aºteaptã in interior.	
25135	Deschide cutia parfumatã ºi aflã ce recompensã te aºteaptã in interior.	
27007		
27008		
27051	Umple panã la 300 puncte de viaþã. Nu se poate negocia.	
27052	Umple pana la 100 puncte de mana. Nu se poate negocia.	
27053	Creste viteza de atac pana la +10 pentru 10 minute. Nu se poate negocia.	
27054	Creste viteza de miscare pana la +10 pentru 10 minute. Nu se poate negocia.	
27122	Restaureazã panã la 300 puncte de viaþã. Nu se poate negocia.	
27123	Creste viteza miscarii cu +10 pentru 10 minute. Nu se poate negocia.	
27124	Opreste sangerarea imediat.	
27125	"O licoare puternicã ce creºte punctele de atac ºi apãrare ºi iþi oferã +50,000 puncte de loviturã (doar in Zonã de Rãzboi)."	
27126	O esenta misterioasa extrasa dintr-un dovleac blestemat, care ofera intre 5% si 10% putere tare impotriva monstrilor. Foloseste-o cu intelepciune pentru a-ti imbunatati abilitatile de lupta in evenimentele de Halloween.	Item-ul va expira in 15 Noiembrie.
27128	Pentru 30 de minute iþi oferã | 20% EXP | 5% drop obiecte | 10% putere impotriva monºtrilor	
27201	Nu se poate negocia	
27202	Nu se poate negocia	
27203	Nu se poate negocia	
27204	Nu se poate negocia	
27205	Nu se poate negocia	
27206	Nu se poate negocia	
27207	Nu se poate negocia	
27208	Nu se poate negocia	
27209	Nu se poate negocia	
27210	Nu se poate negocia	
27211	Nu se poate negocia	
27212	Nu se poate negocia	
27213	Aceastã licoare iþi oferã +5 voinþã Sung Ma (STR).	
27214	Aceastã licoare iþi oferã +5 voinþã Sung Ma (VIT).	
27215	Aceastã licoare iþi oferã +5 voinþã Sung Ma (RES).	
27216	Aceastã licoare iþi oferã +5 voinþã Sung Ma (INT).	
27591	"Aceastã undiþã de calitate bunã este facutã din fibrã de carbon. Unealta perfectã pentru a prinde o capturã mare, funcþioneazã mai bine decat Undiþa standard."	
27600	Lemn cu care poþi aprinde un foc de tabãrã.	
27610	Acest glob magic iþi aratã ce s-a prins in carligul undiþei.	
27620	O carte cu care timp de 3 zile vei prinde de douã ori mai mulþi peºti rari.	
27621	Material folosit pentru a fabrica o undiþã.	
27622	Material folosit pentru a fabrica o undiþã.	
27623	Material folosit pentru a fabrica o undiþã.	
27624	Material folosit pentru a fabrica o undiþã.	
27797	"O capturã foarte rarã, solzii acesteia strãlucesc in soare ca aurul lichid!"	
27798	Momealã pentru peºti mari.	
27799	Oasele unui peºte.	
27800	O momealã uºoarã.	
27801	Momealã apreciatã folositã la pescuit.	
27802	Peºtiºor folosit ca momealã pentru pescuit.	
27803	Peºte comun care trãieºte de regulã intr-un lac.	
27804	Peºte foarte gustos.	
27805	ªalãu mare si gras.	
27806	Un peºte mare argintiu.	
27807	Peºte care in perioada imperecherii se intoarce acasã.	
27808	Crap care se hrãneºte de obicei cu ierburi.	
27809	Peºte strident inrudit cu somonul.	
27810	Peºte lung ºi subþire care se aseamãnã cu un ºarpe. Are o forþã ºi o rezistenþã mare.	
27811	Peºte care poartã pe spate culorile curcubeului.	
27812	"Peºte de rau, mult rãspandit in aceste zone."	
27813	Peºte roºiatic care trãieºte in stoluri.	
27814	"Peºte cunoscut ca ºi ""rechinul lacurilor""."	
27815	O specie de baracuda care trãieºte doar in ape curate.	
27816	Peºte cu o gurã mare si mustãþi asemãnãtoare cu cele ale pisicii.	
27817	Peºte care trãieºte in ape puþin adanci si noroiase.	
27818	Peºte mare de apã dulce care se hrãneºte diversificat.	
27819	Peºte inrudit cu hamsia. Trãieºte in zona plajelor ºi in apropierea gurilor de vãrsare.	
27820	"Peºte de iarnã, prins adesea la copcã."	
27821	Peºte cu formã ºi culori frumoase.	
27822	Crap autohton.	
27823	"Peºte intalnit rar, de culoare auriu-strãlucitoare."	
27824	Un prãdãtor de apã dulce care trãieºte in apele tropicale.	
27825	Un peºte ce poate fi gãsit doar in apele curgãtoare.	
27826	Acest gigant este cea mai mare specie de crab rege.	
27827	Aceastã specie de raci este in general nocturnã ºi rãmane ascunsã pe timpul zilei.	
27828	Specimenele mai mari tind sã supravieþuiascã ca prãdãtori solitari.	
27829	Aceastã specie de crap poate sã se dezvolte chiar ºi in iazuri foarte maloase.	
27830	Cunoscut ºi sub numele de biban oriental.	
27831	Aceste peºti sunt maeºtri deghizaþi din iazuri.	
27832	"De asemenea, cunoscuþi sub numele de melci de iaz, pot fi cu adevãrat gustoºi?"	
27833	Poate fi prãjit la un foc de tabãrã.	
27834	Ideal pentru a fi prãjit la un foc de tabãrã.	
27835	Ideal pentru a fi prãjit la un foc de tabãrã.	
27836	Ideal pentru a fi prãjit la un foc de tabãrã.	
27837	Ideal pentru a fi prãjit la un foc de tabãrã.	
27838	Ideal pentru a fi prãjit la un foc de tabãrã.	
27839	Ideal pentru a fi prãjit la un foc de tabãrã.	
27840	Idealã pentru a fi prãjitã la un foc de tabãrã.	
27841	Ideal pentru a fi prãjit la un foc de tabãrã.	
27842	Ideal pentru a fi prãjit la un foc de tabãrã.	
27843	Idealã pentru a fi prãjitã la un foc de tabãrã.	
27844	Ideal pentru a fi prãjit la un foc de tabãrã.	
27845	Ideal pentru a fi prãjit la un foc de tabãrã.	
27846	Idealã pentru a fi prãjitã la un foc de tabãrã.	
27847	Ideal pentru a fi prãjit la un foc de tabãrã.	
27848	Ideal pentru a fi prãjit la un foc de tabãrã.	
27849	Ideal pentru a fi prãjit la un foc de tabãrã.	
27850	Idealã pentru a fi prãjitã la un foc de tabãrã.	
27851	Ideal pentru a fi prãjit la un foc de tabãrã.	
27852	Ideal pentru a fi prãjit la un foc de tabãrã.	
27853	Ideal pentru a fi prãjit la un foc de tabãrã.	
27854	Un peºte perfect pentru grãtar la foc de tabãrã.	
27855	Un peºte perfect pentru grãtar la foc de tabãrã.	
27856	Un crab perfect pentru grãtar la foc de tabãrã.	
27857	Un rac de rau perfect pentru grãtar la foc de tabãrã.	
27858	Un peºte perfect pentru grãtar la foc de tabãrã.	
27859	Un peºte perfect pentru grãtar la foc de tabãrã.	
27860	Un peºte perfect pentru grãtar la foc de tabãrã.	
27861	Un peºte perfect pentru grãtar la foc de tabãrã.	
27862	Un melc perfect pentru grãtar la foc de tabãrã.	
27863	Reface cateva puncte de viaþã.	
27864	Iti ofera 10% contra animalelor pentru 10 minute.	
27865	Reface cateva puncte de viaþã.	
27866	Creºte pentru un anumit timp viteza de miºcare.	
27867	Iti ofera 3% Semi-om pentru 10 minute.	
27868	Creºte pentru un anumit timp viteza de atac.	
27869	Reface instant puncte de viaþã.	
27870	Iti creste STR cu 10 puncte pentru 10 minute.	
27871	Iti ofera 10% impotriva orcilor pentru 10 minute.	
27872	Iti ofera 5% impotriva pietrelor metin pentru 10 minute.	
27873	iþi Mareste dexteritatea cu 10 puncte pentru 10 minute.	
27874	Elimina otrava.	
27875	Reface cateva puncte de viaþã pe loc.	
