ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
147	Sabie de batalie+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	330000	148	888	15	1	65	0	0	7	15	0	0	0	0	0	51	73	100	140	77	65	3	0
148	Sabie de batalie+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	461250	149	889	15	1	65	0	0	7	15	0	0	0	0	0	39	61	100	140	102	80	3	0
149	Sabie de batalie+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	692500	270	501	15	1	65	0	0	7	15	0	0	0	0	0	18	40	100	140	137	100	3	0
150	Lama Dintele Stafiei+0	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	90000	151	881	15	1	65	0	0	7	15	0	0	0	0	0	90	110	77	105	0	0	3	0
151	Lama Dintele Stafiei+1	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	98750	152	882	15	1	65	0	0	7	15	0	0	0	0	0	90	110	74	102	8	0	3	0
152	Lama Dintele Stafiei+2	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	108750	153	883	15	1	65	0	0	7	15	0	0	0	0	0	90	110	70	100	17	0	3	0
153	Lama Dintele Stafiei+3	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	125000	154	884	15	1	65	0	0	7	15	0	0	0	0	0	90	110	69	99	27	0	3	0
154	Lama Dintele Stafiei+4	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	150000	155	885	15	1	65	0	0	7	15	0	0	0	0	0	90	110	67	98	38	30	3	0
155	Lama Dintele Stafiei+5	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	187500	156	886	15	1	65	0	0	7	15	0	0	0	0	0	90	110	63	96	50	40	3	0
156	Lama Dintele Stafiei+6	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	243750	157	887	15	1	65	0	0	7	15	0	0	0	0	0	90	110	56	93	63	50	3	0
157	Lama Dintele Stafiei+7	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	330000	158	888	15	1	65	0	0	7	15	0	0	0	0	0	90	110	46	87	77	65	3	0
158	Lama Dintele Stafiei+8	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	461250	159	889	15	1	65	0	0	7	15	0	0	0	0	0	90	110	29	79	102	80	3	0
159	Lama Dintele Stafiei+9	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	692500	280	501	15	1	65	0	0	7	15	0	0	0	0	0	90	110	5	67	137	100	3	0
160	Sabie nimfa+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	90000	161	19	15	1	65	0	0	7	17	0	0	0	0	0	69	81	102	138	0	0	3	0
161	Sabie nimfa+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	98750	162	20	15	1	65	0	0	7	18	0	0	0	0	0	69	81	102	138	6	0	3	0
162	Sabie nimfa+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	108750	163	21	15	1	65	0	0	7	19	0	0	0	0	0	69	81	102	138	13	0	3	0
163	Sabie nimfa+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	125000	164	22	15	1	65	0	0	7	20	0	0	0	0	0	69	81	102	138	21	0	3	0
164	Sabie nimfa+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	150000	165	23	15	1	65	0	0	7	21	0	0	0	0	0	69	81	102	138	30	30	3	0
165	Sabie nimfa+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	187500	166	24	15	1	65	0	0	7	22	0	0	0	0	0	69	81	102	138	40	40	3	0
166	Sabie nimfa+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	243750	167	25	15	1	65	0	0	7	23	0	0	0	0	0	69	81	102	138	51	50	3	0
167	Sabie nimfa+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	330000	168	26	15	1	65	0	0	7	24	0	0	0	0	0	69	81	102	138	63	65	3	0
168	Sabie nimfa+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	461250	169	27	15	1	65	0	0	7	25	0	0	0	0	0	69	81	102	138	76	80	3	0
169	Sabie nimfa+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	692500	0	0	15	1	65	0	0	7	27	0	0	0	0	0	69	81	102	138	90	100	3	0
170	Spada+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	556250	171	19	5	1	70	0	0	7	15	1	50	0	0	0	69	81	102	138	0	0	3	0
171	Spada+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	575000	172	20	5	1	70	0	0	7	15	1	100	0	0	0	69	81	102	138	6	0	3	0
172	Spada+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	668750	173	21	5	1	70	0	0	7	15	1	150	0	0	0	69	81	102	138	13	0	3	0
173	Spada+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	875000	174	22	5	1	70	0	0	7	15	1	300	0	0	0	69	81	102	138	21	0	3	0
174	Spada+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	1375000	175	23	5	1	70	0	0	7	15	1	450	0	0	0	69	81	102	138	30	30	3	0
175	Spada+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	1750000	176	24	5	1	70	0	0	7	15	1	600	0	0	0	69	81	102	138	40	40	3	0
176	Spada+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	1775000	177	25	5	1	70	0	0	7	15	1	800	0	0	0	69	81	102	138	51	50	3	0
177	Spada+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	1800000	178	26	5	1	70	0	0	7	15	1	1000	0	0	0	69	81	102	138	63	65	3	0
178	Spada+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	1850000	179	27	5	1	70	0	0	7	15	1	1200	0	0	0	69	81	102	138	76	80	3	0
179	Spada+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	1900000	0	0	5	1	70	0	0	7	15	1	1500	0	0	0	69	81	102	138	90	100	3	0
180	Sabie otravita+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	90000	181	891	5	1	75	0	0	7	17	0	0	0	0	0	0	0	100	140	0	0	3	-1
181	Sabie otravita+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	98750	182	892	5	1	75	0	0	7	18	0	0	0	0	0	0	0	100	140	8	0	3	-1
182	Sabie otravita+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	108750	183	979	5	1	75	0	0	7	19	0	0	0	0	0	0	0	100	140	17	0	3	-1
183	Sabie otravita+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	125000	184	980	5	1	75	0	0	7	20	0	0	0	0	0	0	0	100	140	27	0	3	-1
184	Sabie otravita+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	150000	185	981	5	1	75	0	0	7	21	0	0	0	0	0	0	0	100	140	38	30	3	-1
185	Sabie otravita+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	187500	186	982	5	1	75	0	0	7	22	0	0	0	0	0	0	0	100	140	50	40	3	-1
186	Sabie otravita+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	243750	187	897	5	1	75	0	0	7	23	0	0	0	0	0	0	0	100	140	63	50	3	-1
187	Sabie otravita+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	330000	188	898	5	1	75	0	0	7	24	0	0	0	0	0	0	0	100	140	77	65	3	-1
188	Sabie otravita+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	461250	189	899	5	1	75	0	0	7	25	0	0	0	0	0	0	0	100	140	102	80	3	-1
189	Sabie otravita+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	170	340	629	5	1	75	0	0	7	26	0	0	0	0	0	0	0	100	140	137	100	3	-1
190	Sabie leu+0	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	90000	191	891	5	1	75	0	0	7	17	0	0	0	0	0	77	105	90	110	0	0	3	-1
191	Sabie leu+1	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	98750	192	892	5	1	75	0	0	7	18	0	0	0	0	0	74	102	90	110	6	0	3	-1
192	Sabie leu+2	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	108750	193	979	5	1	75	0	0	7	19	0	0	0	0	0	70	100	90	110	13	0	3	-1
193	Sabie leu+3	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	125000	194	980	5	1	75	0	0	7	20	0	0	0	0	0	69	99	90	110	21	0	3	-1
194	Sabie leu+4	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	150000	195	981	5	1	75	0	0	7	21	0	0	0	0	0	67	98	90	110	30	30	3	-1
195	Sabie leu+5	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	187500	196	982	5	1	75	0	0	7	22	0	0	0	0	0	63	96	90	110	40	40	3	-1
196	Sabie leu+6	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	243750	197	897	5	1	75	0	0	7	23	0	0	0	0	0	56	93	90	110	51	50	3	-1
197	Sabie leu+7	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	330000	198	898	5	1	75	0	0	7	24	0	0	0	0	0	46	87	90	110	63	65	3	-1
198	Sabie leu+8	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	461250	199	899	5	1	75	0	0	7	25	0	0	0	0	0	29	79	90	110	76	80	3	-1
199	Sabie leu+9	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	692500	0	0	5	1	75	0	0	7	26	0	0	0	0	0	5	67	90	110	90	100	3	-1
200	Lama+0	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	90000	201	502	5	1	80	0	0	7	15	22	2	17	2	0	68	90	92	135	100	0	3	0
201	Lama+1	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	98750	202	503	5	1	80	0	0	7	15	22	3	17	3	0	59	81	83	125	111	0	3	0
202	Lama+2	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	108750	203	504	5	1	82	0	0	7	16	22	4	17	4	0	3	25	27	68	170	0	3	0
203	Lama+3	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	125000	204	505	5	1	82	0	0	7	17	22	5	17	5	0	6	29	31	70	170	0	3	0
204	Lama+4	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	150000	205	506	5	1	84	0	0	7	18	22	6	17	6	0	10	34	36	73	170	30	3	0
205	Lama+5	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	187500	206	507	5	1	84	0	0	7	20	22	7	17	7	0	5	30	32	66	180	40	3	0
206	Lama+6	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	243750	207	508	5	1	86	0	0	7	22	22	8	17	8	0	1	27	29	61	190	50	3	0
207	Lama+7	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	330000	208	509	5	1	86	0	0	7	24	22	9	17	9	0	8	35	37	66	190	65	3	0
208	Lama+8	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	461250	209	510	5	1	88	0	0	7	27	22	10	17	10	0	8	34	36	62	200	80	3	0
209	Lama+9	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	692500	470	610	5	1	90	0	0	7	30	22	12	17	12	0	10	35	38	60	210	100	3	0
210	Lama Mortala+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	211	1	5	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
211	Lama Mortala+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	212	2	5	0	0	0	0	7	15	0	0	0	0	0	0	0	7	7	0	0	0	0
212	Lama Mortala+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	213	3	5	0	0	0	0	7	15	0	0	0	0	0	0	0	14	14	0	0	0	0
213	Lama Mortala+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	214	4	5	0	0	0	0	7	15	0	0	0	0	0	0	0	21	21	0	0	0	0
214	Lama Mortala+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	215	5	5	0	0	0	0	7	15	0	0	0	0	0	0	0	28	28	0	30	0	0
215	Lama Mortala+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	216	6	5	0	0	0	0	7	15	0	0	0	0	0	0	0	35	35	0	40	0	0
216	Lama Mortala+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	217	7	5	0	0	0	0	7	15	0	0	0	0	0	0	0	42	42	0	50	0	0
217	Lama Mortala+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	218	8	5	0	0	0	0	7	15	0	0	0	0	0	0	0	49	49	0	65	0	0
218	Lama Mortala+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	219	9	5	0	0	0	0	7	15	0	0	0	0	0	0	0	56	56	0	80	0	0
219	Lama Mortala+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	0	0	5	0	0	0	0	7	15	0	0	0	0	0	0	0	63	63	0	100	0	0
220	Sabie luna+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	221	1	5	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
221	Sabie luna+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	222	2	5	0	0	0	0	7	15	0	0	0	0	0	0	0	7	7	0	0	0	0
222	Sabie luna+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	223	3	5	0	0	0	0	7	15	0	0	0	0	0	0	0	14	14	0	0	0	0
223	Sabie luna+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	224	4	5	0	0	0	0	7	15	0	0	0	0	0	0	0	21	21	0	0	0	0
224	Sabie luna+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	225	5	5	0	0	0	0	7	15	0	0	0	0	0	0	0	28	28	0	30	0	0
225	Sabie luna+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	226	6	5	0	0	0	0	7	15	0	0	0	0	0	0	0	35	35	0	40	0	0
226	Sabie luna+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	227	7	5	0	0	0	0	7	15	0	0	0	0	0	0	0	42	42	0	50	0	0
227	Sabie luna+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	228	8	5	0	0	0	0	7	15	0	0	0	0	0	0	0	49	49	0	65	0	0
228	Sabie luna+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	229	9	5	0	0	0	0	7	15	0	0	0	0	0	0	0	56	56	0	80	0	0
229	Sabie luna+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	0	0	5	0	0	0	0	7	15	0	0	0	0	0	0	0	63	63	0	100	0	0
230	Sabie cer+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	231	19	5	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
231	Sabie cer+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	232	20	5	0	0	0	0	7	15	0	0	0	0	0	0	0	7	7	0	0	0	0
232	Sabie cer+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	233	21	5	0	0	0	0	7	15	0	0	0	0	0	0	0	14	14	0	0	0	0
233	Sabie cer+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	234	22	5	0	0	0	0	7	15	0	0	0	0	0	0	0	21	21	0	0	0	0
234	Sabie cer+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	235	23	5	0	0	0	0	7	15	0	0	0	0	0	0	0	28	28	0	30	0	0
235	Sabie cer+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	236	24	5	0	0	0	0	7	15	0	0	0	0	0	0	0	35	35	0	40	0	0
236	Sabie cer+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	237	25	5	0	0	0	0	7	15	0	0	0	0	0	0	0	42	42	0	50	0	0
237	Sabie cer+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	238	26	5	0	0	0	0	7	15	0	0	0	0	0	0	0	49	49	0	65	0	0
238	Sabie cer+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	239	27	5	0	0	0	0	7	15	0	0	0	0	0	0	0	56	56	0	80	0	0
239	Sabie cer+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	5000	2500	0	0	5	0	0	0	0	7	15	0	0	0	0	0	0	0	63	63	0	100	0	0
240	Sabie exorcism+0	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	90000	241	19	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	0	0	3	0
241	Sabie exorcism+1	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	98750	242	20	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	6	0	3	0
242	Sabie exorcism+2	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	108750	243	21	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	13	0	3	0
243	Sabie exorcism+3	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	125000	244	22	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	21	0	3	0
244	Sabie exorcism+4	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	150000	245	23	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	30	30	3	0
245	Sabie exorcism+5	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	187500	246	24	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	40	40	3	0
246	Sabie exorcism+6	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	243750	247	25	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	51	50	3	0
247	Sabie exorcism+7	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	330000	248	26	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	63	65	3	0
248	Sabie exorcism+8	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	461250	249	27	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	76	80	3	0
249	Sabie exorcism+9	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	692500	200	501	15	1	65	0	0	7	15	0	0	0	0	0	74	98	98	142	90	100	3	0
250	Lama Demon+0	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	556250	251	19	5	1	70	0	0	7	15	25	2	0	0	0	90	110	77	105	0	0	3	0
251	Lama Demon+1	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	575000	252	20	5	1	70	0	0	7	15	25	3	0	0	0	90	110	74	102	6	0	3	0
252	Lama Demon+2	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	668750	253	21	5	1	70	0	0	7	15	25	4	0	0	0	90	110	70	100	13	0	3	0
253	Lama Demon+3	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	875000	254	22	5	1	70	0	0	7	15	25	5	0	0	0	90	110	69	99	21	0	3	0
254	Lama Demon+4	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	1375000	255	23	5	1	70	0	0	7	15	25	7	0	0	0	90	110	67	98	30	30	3	0
255	Lama Demon+5	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	1750000	256	24	5	1	70	0	0	7	15	25	9	0	0	0	90	110	63	96	40	40	3	0
256	Lama Demon+6	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	1775000	257	25	5	1	70	0	0	7	15	25	12	0	0	0	90	110	56	93	51	50	3	0
257	Lama Demon+7	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	1800000	258	26	5	1	70	0	0	7	15	25	15	0	0	0	90	110	46	87	63	65	3	0
258	Lama Demon+8	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	1850000	259	27	5	1	70	0	0	7	15	25	18	0	0	0	90	110	29	79	76	80	3	0
259	Lama Demon+9	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	1900000	0	0	5	1	70	0	0	7	15	25	25	0	0	0	90	110	5	67	90	100	3	0
260	Sabie baron+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	261	19	5	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
261	Sabie baron+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	262	20	5	0	0	0	0	7	15	0	0	0	0	0	0	0	7	7	0	0	0	0
262	Sabie baron+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	263	21	5	0	0	0	0	7	15	0	0	0	0	0	0	0	14	14	0	0	0	0
263	Sabie baron+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	264	22	5	0	0	0	0	7	15	0	0	0	0	0	0	0	21	21	0	0	0	0
264	Sabie baron+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	265	23	5	0	0	0	0	7	15	0	0	0	0	0	0	0	28	28	0	30	0	0
265	Sabie baron+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	266	24	5	0	0	0	0	7	15	0	0	0	0	0	0	0	35	35	0	40	0	0
266	Sabie baron+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	267	25	5	0	0	0	0	7	15	0	0	0	0	0	0	0	42	42	0	50	0	0
267	Sabie baron+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	268	26	5	0	0	0	0	7	15	0	0	0	0	0	0	0	49	49	0	65	0	0
268	Sabie baron+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	269	27	5	0	0	0	0	7	15	0	0	0	0	0	0	0	56	56	0	80	0	0
269	Sabie baron+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	15000	7500	0	9	5	0	0	0	0	7	15	0	0	0	0	0	0	0	63	63	0	100	0	0
270	Sabie Triton+0	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	90000	271	502	5	1	80	0	0	7	15	22	2	17	2	0	18	40	100	140	137	0	3	0
271	Sabie Triton+1	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	98750	272	503	5	1	80	0	0	7	15	22	3	17	3	0	18	40	100	140	138	0	3	0
272	Sabie Triton+2	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	108750	273	504	5	1	82	0	0	7	16	22	4	17	4	0	18	40	100	140	140	0	3	0
273	Sabie Triton+3	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	125000	274	505	5	1	82	0	0	7	17	22	5	17	5	0	18	40	100	140	144	0	3	0
274	Sabie Triton+4	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	150000	275	506	5	1	84	0	0	7	18	22	6	17	6	0	18	40	100	140	149	30	3	0
275	Sabie Triton+5	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	187500	276	507	5	1	84	0	0	7	20	22	7	17	7	0	18	40	100	140	155	40	3	0
276	Sabie Triton+6	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	243750	277	508	5	1	86	0	0	7	22	22	8	17	8	0	18	40	100	139	162	50	3	0
277	Sabie Triton+7	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	330000	278	509	5	1	86	0	0	7	24	22	9	17	9	0	18	40	100	138	170	65	3	0
278	Sabie Triton+8	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	461250	279	510	5	1	88	0	0	7	27	22	10	17	10	0	18	40	100	136	180	80	3	0
279	Sabie Triton+9	ITEM_WEAPON	WEAPON_SWORD	2	262176	1	16	NONE	180000	692500	460	610	5	1	90	0	0	7	30	22	12	17	12	0	18	40	100	135	190	100	3	0
280	Sabie sfanta+0	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	90000	281	502	5	1	80	0	0	7	15	22	2	17	2	0	90	110	5	70	140	0	3	0
281	Sabie sfanta+1	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	98750	282	503	5	1	80	0	0	7	15	22	3	17	3	0	99	119	15	80	132	0	3	0
282	Sabie sfanta+2	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	108750	283	504	5	1	82	0	0	7	16	22	4	17	4	0	90	110	8	72	142	0	3	0
283	Sabie sfanta+3	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	125000	284	505	5	1	82	0	0	7	17	22	5	17	5	0	84	104	4	67	150	0	3	0
284	Sabie sfanta+4	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	150000	285	506	5	1	84	0	0	7	18	22	6	17	6	0	86	106	9	70	150	30	3	0
285	Sabie sfanta+5	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	187500	286	507	5	1	84	0	0	7	20	22	7	17	7	0	79	99	5	64	160	40	3	0
286	Sabie sfanta+6	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	243750	287	508	5	1	86	0	0	7	22	22	8	17	8	0	72	92	3	58	170	50	3	0
287	Sabie sfanta+7	ITEM_WEAPON	WEAPON_SWORD	2	262188	1	16	NONE	180000	330000	288	509	5	1	86	0	0	7	24	22	9	17	9	0	66	86	3	54	180	65	3	0
